EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
300308421,UCC XIX INC,% UNITED CHURCH HOMES INC,PO BOX 1806,MARION,OH,43301-1806,0000,03,3,1000,200601,1,15,000000000,1,01,202112,6,4,01,0,12,1469770,407700,407700,X90,NA
042028288,OLDTOWN COUNTRY CLUB,% TREASURER,25 MARSH AVENUE,NEWBURY,MA,01951-0000,0000,07,3,1000,201601,2,00,000000000,1,01,202112,4,4,01,0,12,117728,186867,186867,N50,NA
261245485,TANZANIA EDUCATION CORPORATION,% CAROL HALL,6 NORFOLK RD,CHESTNUT HILL,MA,02467-1808,0000,03,3,1000,200712,1,15,000000000,1,01,202112,1,5,01,0,12,6749,605004,584316,Q30,NA
113788955,METROPOLITAN AREA CONTINUUM OF CARE FOR THE HOMELESS,% ERIN PORTERFILED,6001 DODGE ST UNIT 117,OMAHA,NE,68182-1107,0000,03,3,1000,200610,1,15,000000000,1,01,202012,7,8,01,0,12,5638591,18028530,11435417,P20,NA
240798701,JEWISH HOME OF EASTERN PENNSYLVANIA,NA,1101 VINE ST,SCRANTON,PA,18510-2126,0000,03,3,1000,195403,1,16,150000000,1,01,202112,8,8,01,0,12,39360141,24326277,17916003,E910,NA
570929065,GENERATION GROUP HOMES OF GREENVILLE INC,NA,PO BOX 80009,SIMPSONVILLE,SC,29680-0001,0000,03,3,1000,199209,1,15,573406000,1,01,202103,6,6,01,0,03,3541100,2771078,2771078,I440,NA
042705767,SCHOLARSHIP FUND OF TAU BETA BETA INC,% NANCY SAUNDERS,LINDA GALLO 865 CENTRAL AVE G20,NEEDHAM,MA,02492-0000,0000,03,3,1000,196405,1,04,000000000,5,01,202112,6,4,00,1,12,1536093,463808,NA,NA,NA
431561015,MAIN STREET JOPLIN,NA,931 E 4TH ST,JOPLIN,MO,64801-2232,0000,03,3,1000,199403,1,16,602000000,1,01,202112,6,4,01,0,12,1911524,394728,331061,S200,NA
042104280,UNITED SOUTH END SETTLEMENTS,% MICHELLE,48 RUTLAND ST,BOSTON,MA,02118-1526,0000,03,3,1000,196211,1,15,349575119,1,01,202106,8,8,01,0,06,19158548,17787412,16587238,P300,NA
742155907,FOOD INDUSTRY ASSOCIATION EXECUTIVES INC,% BEVERLY LYNCH,664 SANDPIPER BAY DR SW,SUNSET BEACH,NC,28468-5803,0000,06,3,1000,198103,0,00,000000000,5,01,202112,5,4,01,0,12,521258,153209,153209,NA,NA
521276972,LADIES OF CHARITY OF THE UNITED STATES OF AMERIACA,NA,2816 E 23RD ST,KANSAS CITY,MO,64127-4002,0000,03,3,1200,201212,1,16,031150120,1,01,202012,5,3,01,0,12,578237,80484,80484,S81,NA
300737095,CORE ACADEMY,% JOE JACKSON SR,8 SLEEPY HOLLOW LN,HOPKINS,SC,29061-9627,0000,03,3,1000,201311,1,15,000000000,1,01,202112,3,4,01,0,12,74197,305470,305470,K12,NA
131660334,WILLIAM HODSON COMMUNITY CENTER INC,NA,1320 WEBSTER AVE,BRONX,NY,10456-1804,0000,03,3,9000,194603,1,15,575000000,1,01,202106,4,4,01,0,06,113703,459913,459913,P81Z,NA
522264611,KYIV SCHOOL OF ECONOMICS,% YEKATERINA PETRY,6080 N ROCKRIDGE BLVD,OAKLAND,CA,94618-1811,0000,03,3,2100,200101,1,11,000000000,1,01,202112,6,6,01,0,12,2958400,4507691,4507691,B40,NA
112073576,SCOPE EDUCATION SERVICES,NA,100 LAWRENCE AVE,SMITHTOWN,NY,11787-3613,0000,03,3,2000,196511,1,15,059000000,5,01,202108,8,8,01,0,08,15705404,22246993,22246673,B00A,NA
340733165,LAKE ERIE COLLEGE,% BRIAN DIRK,391 W WASHINGTON ST,PAINESVILLE,OH,44077-3309,0000,03,3,2000,192909,1,11,046030000,1,01,202106,9,8,01,0,06,81401421,39942809,39379084,B430,NA
454765019,FUSE PROJECT,% BREANNE ZARZOUR,PO BOX 1134,MOBILE,AL,36633-1134,0000,03,3,1000,201209,1,15,000000000,1,01,202112,5,4,01,0,12,732279,491861,491861,P12,NA
411459645,MEEKER COUNTY EMERGENCY FOOD SHELF,NA,118 N SIBLEY AVE,LITCHFIELD,MN,55355-2139,0000,03,3,1000,198407,1,15,165560994,1,01,202106,4,4,01,0,06,473316,484558,484558,K31Z,NA
742269739,COMMUNITY HEALTH DEVELOPMENT INC,NA,908 EVANS ST STE A,UVALDE,TX,78801-6052,0000,03,3,1000,198512,1,12,154155000,1,01,202109,8,8,01,0,09,14273365,12023027,12023027,E320,NA
470488922,NEBRASKA HEALTH CARE ASSOCIATION INC,NA,1200 LIBRA DR STE 100,LINCOLN,NE,68512-9628,0000,06,3,2000,197709,2,00,200000000,1,01,202112,6,6,01,0,12,3276727,2978167,2883121,NA,NA
833594679,STONE SOUP ANIMAL RESCUE INC,NA,460 BILL PEARSON RD,WOODRUFF,SC,29388-8835,0000,03,3,1200,202004,1,15,000000000,1,01,202112,4,4,01,0,12,170460,191916,191916,D20,NA
362779149,AMERICAN POSTAL WORKERS UNION,NA,4217 S HALSTED ST,CHICAGO,IL,60609-2636,2474,05,9,3000,197311,2,00,263279000,5,01,202112,6,5,01,0,12,1669420,796042,796042,NA,1 CHICAGO LOCAL
912100439,BALLONA WETLANDS CONSERVANCY,% CATHERINE TYRRELL PRES,PO BOX 52798,IRVINE,CA,92619-2798,0000,03,3,1000,200407,1,15,000000000,1,01,202112,4,5,01,0,12,298564,829367,829367,C30,NA
811334117,LIFELAB KIDS FOUNDATION,% JAI-BHARATH REDDY DEPA,3178 HILTON RD,FERNDALE,MI,48220-1059,0000,03,3,1000,201610,1,15,000000000,1,01,202112,6,6,01,0,12,1630763,1826227,1826227,T50,NA
810378943,BLACKFEET COMMUNITY COLLEGE,NA,504 SE BOUNDARY ST,BROWNING,MT,59417-5146,0000,03,3,2000,197907,1,11,030000000,5,01,202106,8,8,01,0,06,35920242,23298064,23249056,B41Z,NA
841415808,UTAH JOB OPPORTUNITIES FOUNDATION,NA,201 S MAIN ST STE 2300,SALT LAKE CTY,UT,84111-2269,0000,03,3,2000,199811,1,15,994328000,1,01,202106,5,4,01,0,06,650598,408755,408755,J20,NA
132879779,CONEG POLICY RESEARCH CENTER INC,% JOHN LUCEY JR,400 N CAPITOL ST NW STE 370,WASHINGTON,DC,20001-6504,0000,03,3,2800,197701,1,15,994400181,1,01,202106,6,4,01,0,06,1358747,441230,441230,C050,NA
474666230,GEORGIA ALPHA HOUSING CORPORATION,% WILLIAM BOSBYSHELL,3425 SELWYN FARMS LN,CHARLOTTE,NC,28209-4030,0000,07,3,1000,201511,2,00,000000000,1,01,202206,6,4,01,0,06,1352323,153056,153056,B83,NA
810496395,PARK COUNTY BOARD OF REALTORS INC,NA,PO BOX 1473,LIVINGSTON,MT,59047-1473,0000,06,3,2000,201511,2,00,000000000,1,01,202112,0,1,02,0,12,0,4352,4352,S47,NA
341693395,INSTRUMENTAL MUSIC BOOSTERS OF THE MASSILLON CITY SCHOOLS INC,% TRACI MURPHY,PO BOX 1063,MASSILLON,OH,44648-1063,0000,03,3,2000,199307,1,16,601000000,1,01,202006,4,4,01,0,06,180374,261118,140472,A120,NA
381811394,AMVETS,% BOB GREEN,2929 MARSHALL AVE SE,GRAND RAPIDS,MI,49508-1301,0838,19,9,1000,195402,1,00,907000000,5,01,202112,6,5,01,0,12,1093562,674035,105771,NA,0126 MI
521043622,CARROLL COUNTY YOUTH SERVICE BUREAU INC,NA,59 KATE WAGNER RD,WESTMINSTER,MD,21157-6957,0000,03,3,1000,197801,1,15,328994000,1,01,202106,7,7,01,0,06,8112834,5830291,5823574,F300,NA
566083717,CENTER FOR VISUAL ARTISTS GREENSBORO INC,NA,200 N DAVIE STREET SUITE 401,GREENSBORO,NC,27401-2819,0000,03,3,2000,196705,1,16,059602000,1,01,202203,3,4,01,0,03,78063,263903,262822,A250,NA
541566451,CHILD HEALTH INVESTMENT PARTNERSHIP,NA,1201 3RD ST SW,ROANOKE,VA,24016-4611,0000,03,3,1000,199201,1,15,179000000,1,01,202206,6,6,01,0,06,4053835,1459644,1435167,NA,NA
237440846,GRAND COUNTY HISTORICAL ASSOCIATION,NA,PO BOX 165,HOT SLPHR SPR,CO,80451-0165,0000,03,3,2000,197504,1,15,060062000,1,01,202112,6,4,01,0,12,3334365,390804,229788,A82Z,NA
474063046,SAINT THOMAS REGIONAL HOSPITALS,NA,PO BOX 45998,SAINT LOUIS,MO,63145-5998,0928,03,9,7000,194603,0,12,000000000,5,01,202106,9,9,01,0,06,62019572,112890582,112890582,NA,NA
520226269,ANCIENT FREE & ACCEPTED MASONS OF MARYLAND,% JOHN J BRADDOCK,310 S CONKLING ST,BALTIMORE,MD,21224-2401,0025,08,9,1000,194007,1,00,036000000,5,01,202112,6,4,01,0,12,1610828,102936,102936,NA,184 HIGHLAND
726027430,LSU ALUMNI ASSOCIATION,NA,3838 W LAKESHORE DR,BATON ROUGE,LA,70808-4600,0000,03,1,2000,196009,1,13,034059927,5,01,202112,8,8,01,0,12,45403082,17494957,6287291,NA,NA
650339338,VERITY INC,NA,8890 SALROSE LN STE 104,FORT MYERS,FL,33912-2085,0000,03,3,1000,202012,1,15,429000000,1,01,202112,4,4,01,0,12,251681,440771,421587,F60,NA
941204827,CHAMBER OF COMMERCE OF MENLO PARK,NA,1100 MERRILL ST,MENLO PARK,CA,94025-4304,0000,06,3,3000,195301,2,00,279200000,1,01,202112,4,4,01,0,12,300770,318667,313343,NA,NA
341256377,HOSPICE OF THE WESTERN RESERVE INC,% JEFF KOVACS,17876 SAINT CLAIR AVE,CLEVELAND,OH,44110-2602,0000,03,3,1000,197811,1,15,179000000,1,01,202112,9,9,01,0,12,122957619,90918547,83830185,P740,NA
541003946,PURCELLVILLE VOLUNTEER RESCUE SQUAD INC,NA,PO BOX 38,PURCELLVILLE,VA,20134-0038,0000,03,3,1000,199911,1,15,000000000,1,01,202106,6,5,01,0,06,1734002,577083,577083,P80,NA
746087577,THE FOUNDATION FOR HOPE VILLAGE,% SHARON PROULX,15403 HOPE VILLAGE RD,FRIENDSWOOD,TX,77546-2410,0000,03,3,1200,196711,1,16,059160000,1,01,202112,8,6,01,0,12,13658465,4643504,2746848,P82I,NA
720502154,ST MARTIN PARISH FARM BUREAU,% NEAL J THOMPSON,PO BOX 95004,BATON ROUGE,LA,70895-9004,0000,05,3,1000,197104,0,00,000000000,1,01,202109,5,4,01,0,09,844723,331477,331477,NA,NA
421300892,WESTERN IOWA DEVELOPMENT ASSOCIATION,NA,712 SOUTH HIGHWAY 6,OAKLAND,IA,51560-0000,0000,06,3,3000,198808,2,00,400000000,1,01,202206,4,4,01,0,06,183309,105584,105584,NA,NA
522111541,BALTIMORE JEWISH HEALTH FOUNDATION INC,% NANCY KANE,2401 W BELVEDERE AVE,BALTIMORE,MD,21215-5216,0000,03,3,1000,199809,1,17,922000000,1,01,202106,9,6,01,0,06,53229347,1231926,1231926,E110,NA
814631680,FINANCIAL BEGINNINGS WASHINGTON,% MELODY BELL,12783 GATEWAY DR S,TUKWILA,WA,98168-3308,0000,03,3,1200,201705,1,16,000000000,1,01,202106,4,4,01,0,06,229520,440926,440926,B99,NA
760095180,LAKE OLYMPIA CIVIC ASSOCIATION,% HCMS,17049 EL CAMINO REAL STE 100,HOUSTON,TX,77058-2611,0000,04,3,3000,200508,2,00,000000000,1,01,202112,6,6,01,0,12,2637484,1781560,1781560,L50,NA
541821602,VIRGINIA DENTAL ASSOCIATION FOUNDATION,NA,3460 MAYLAND COURT,HENRICO,VA,23233-1449,0000,03,3,1200,199811,1,17,149000000,1,01,202112,5,5,01,0,12,843804,577613,577613,P99Z,NA
421240404,ALGONA COMMUNITY SCHOOL FOUNDATION,NA,111 N DODGE ST,ALGONA,IA,50511-2637,0000,03,3,1000,198506,1,15,000000000,1,01,202112,7,6,01,0,12,7954926,1948345,1127230,NA,ALGONA COMMUNITY SCHOOL FDN
237357226,GEORGIA TRUST FOR HISTORIC PRESERVATION INC,NA,1516 PEACHTREE ST NW,ATLANTA,GA,30309-2908,0000,03,3,2000,197401,1,15,994062000,1,01,202103,8,7,01,0,03,16801162,5814371,3082145,A800,NA
237015242,UNION COMMUNITY VOLUNTEER FIRE DEPARTMENT INCORPORATED,NA,PO BOX 769,UNION,WV,24983-0769,0000,04,3,3000,196905,1,00,407000000,1,01,202112,4,4,01,0,12,497739,152294,152294,NA,NA
931271323,HOPE FOUNDATION,% JOHN B ONEILL,11501 SE SUNNYSIDE RD STE 400,CLACKAMAS,OR,97015-9318,0000,03,3,1000,200003,1,15,000000000,1,01,202112,3,3,01,0,12,97004,63041,63041,Q330,NA
010491854,EQUALITY MAINE,NA,PO BOX 1951,PORTLAND,ME,04104-1951,0000,04,3,1000,200010,2,00,000000000,1,01,202109,3,3,01,0,09,39049,57818,57818,R26,NA
463981822,MISSOURI ALLIANCE FOR FREEDOM,% KRISTEN ANSLEY,7509 NW TIFFANY SPRINGS PRKWY STE 3,KANSAS CITY,MO,64153-1386,0000,04,3,2000,201406,2,00,000000000,1,01,202112,3,3,02,0,12,29061,44195,44195,Z99,NA
592891462,FOUNDATION FOR THE MALCOLM BALDRIGE NATIONAL QUALITY AWARD INC,% FRANK FUSCO,250 W OLD WILSON BRIDGE RD STE 260,WORTHINGTON,OH,43085-2257,0000,03,3,1000,198808,1,15,602000000,1,01,202109,5,5,01,0,09,713833,536089,536089,NA,NA
453862555,MARINE EDUCATION INITIATIVE INC,NA,9619 NEVADA PL,BOCA RATON,FL,33434-2320,0000,03,3,2000,201210,1,15,000000000,1,01,202112,5,5,01,0,12,657635,556431,556401,N60,NA
510239030,INTERNATIONAL BROTHERHOOD OF ELECTRICAL WORKERS,NA,742 S 6TH ST,ST JOSEPH,MO,64501-2228,0064,05,9,3000,194008,2,00,263264279,5,01,202112,4,4,01,0,12,290212,255761,255761,NA,545 APPRENTICESHIP TRAINING TR FUND
161639511,PROJECT GRAD AKRON,% JACQUELINE SILAS-BUTLER,10 NORTH MAIN ST STE 503,AKRON,OH,44308-1958,0000,03,3,2000,200212,1,15,000000000,1,01,202106,4,5,01,0,06,424337,914467,880292,B82,NA
831609483,FOUNDATION OF THE ROMAN CATHOLIC DIOCESE OF RALEIGH INC,% JOE LANGENDERFER,4700 HOMEWOOD CT STE 320,RALEIGH,NC,27609-5732,0928,03,9,1700,194603,1,10,031150120,5,01,202106,9,7,06,0,06,76385050,6752585,2802448,NA,NA
570742442,SOUTH LYNCHES FIRE DISTRICT,NA,345 S RON MCNAIR BLVD,LAKE CITY,SC,29560-3434,0000,03,3,1000,200307,1,15,000000000,1,01,202112,5,5,01,0,12,745498,914248,914248,M24,NA
203041145,TENNESSEE PERSONAL ASSISTANCE INC,NA,441 DONELSON PIKE STE 400,NASHVILLE,TN,37214-3558,0000,03,3,1000,200609,1,15,000000000,1,01,202112,6,7,01,0,12,1329508,6961032,6961032,P44,NA
522101165,CITY FIRST ENTERPRISES INC,% JAMIE TERRY,1 THOMAS CIR NW STE 700,WASHINGTON,DC,20005-5800,0000,03,3,1000,199807,1,15,400000000,1,01,202012,8,8,01,0,12,33346322,13255048,13255048,P20,NA
205334261,WEAVERLAND FINANCIAL AID OF NEWYORK,% LEON M WEILER,1466 ROUTE 89,SENECA FALLS,NY,13148-0000,0000,03,3,1200,200611,1,16,000000000,1,01,202107,8,5,01,0,07,18992074,549173,549173,P20,NA
237072946,WAPAKONETA MASONIC TEMPLE COMPANY,% TREASURER,PO BOX 2005,WAPAKONETA,OH,45895-0505,0000,08,3,1000,197202,1,00,279265036,1,01,202205,6,3,01,0,05,2979127,64222,64222,NA,NA
300067253,BERRY WOODS INC,% LARRY SARGEANT,645 OAK ST,LEBANON,OH,45036-1751,0000,03,3,1000,200205,1,15,000000000,1,01,202209,6,4,01,0,09,2449664,263508,263508,L22,NA
352556224,HAWAII MASONS AND PLASTERERS UNIONS HAWAII INDUS STABILIZATION COMMITT,% PETER T IRIARTE,2251 N SCHOOL ST,HONOLULU,HI,96819-2539,0000,06,3,2000,201606,2,00,000000000,2,01,202102,6,4,01,0,02,1194952,322444,322444,S40,NA
630857983,UNITED PRISON MINISTRIES INC,NA,PO BOX 8,VERBENA,AL,36091-0008,0000,03,3,1000,198702,1,15,001000000,1,01,202112,5,4,01,0,12,808947,179054,179054,I43Z,NA
455336275,PATRIOT VOICES INC,NA,315 FOXTAIL LN,SPRING CITY,PA,19475-1677,0000,04,3,1000,201407,2,00,000000000,1,01,202112,4,6,01,0,12,177434,2359948,2359948,P99,NA
453090698,THOUGHT LEADERSHIP & INNOVATION FOUNDATION,% FRED CECERE,1750 TYSONS BLVD STE 1500,MC LEAN,VA,22102-4200,0000,03,3,2800,201208,1,15,000000000,1,01,202106,4,5,01,0,06,244236,773786,773786,E05,NA
237306295,FLORIDA ASSOCIATION OF MORTGAGE BROKERS,NA,113 S MONROE ST,TALLAHASSEE,FL,32301-1529,0000,06,3,2000,197910,2,00,205000000,1,01,202112,4,5,01,0,12,401010,503487,503487,NA,NA
066069003,LONG HILL FIRE COMPANY NO 1 INC,NA,PO BOX 332,TRUMBULL,CT,06611-0332,0000,04,3,3000,201508,1,00,407000000,1,01,202108,5,4,01,0,08,742355,286961,76459,M24,NA
250703870,OREGON HUNTING & FISHING CLUB,NA,833 BRACKENRIDGE AVE,BRACKENRIDGE,PA,15014-1401,0000,07,3,1000,194403,2,00,298350317,5,01,202112,4,4,01,0,12,381129,214564,119465,NA,NA
936071709,LESTA HOEL MEMORIAL TRUST FUND,NA,2545 SW TERWILLIGER BLVD,PORTLAND,OR,97201-6302,0000,03,3,1000,197708,1,17,560000000,2,01,202112,7,7,01,0,12,5704765,5284840,914101,T90Z,NA
752758174,CHURCH ON WHEELS INC,% JERRY A WEANT,PO BOX 9402,MIDLAND,TX,79708-9402,0000,03,3,1000,199907,1,15,000000000,1,01,202112,6,5,01,0,12,1329188,602763,602763,X21,THE COW
942495540,TRI-COUNTY INDEPENDENT LIVING INC,NA,139 5TH ST,EUREKA,CA,95501-0327,0000,03,3,1000,197805,1,15,160431000,1,01,202106,4,5,01,0,06,354095,751301,751301,R23Z,NA
043102433,DANA-FARBER INC,% MELISSA CHAMMAS,450 BROOKLINE AVE SUITE BP418,BOSTON,MA,02215-5418,0000,03,3,1000,199105,1,17,200000000,1,01,202109,9,9,01,0,09,2427985539,846251281,197856829,Z99,NA
421691697,WORLD DIGNITY INC,% ROGER O PARENT,917 WHITEHALL DR,SOUTH BEND,IN,46615-3748,0000,03,3,2100,200605,1,15,000000000,1,01,202112,3,3,01,0,12,54097,77915,10915,B82,NA
811144378,VICTIMS RELIEF INC,% KEN RICH,241 S VALENCIA ST APT 2,LA HABRA,CA,90631-5568,0000,03,3,1000,201603,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,P62,NA
452751655,IQRA FUND,NA,317 W LAMME ST,BOZEMAN,MT,59715-3428,0000,03,3,1000,201201,1,15,000000000,1,01,202112,5,5,01,0,12,720192,873538,873538,Q33,NA
741684316,FONN VILLAS CIVIC ASSOCIATION INC,NA,11152 WESTHEIMER STE 691,HOUSTON,TX,77042-3208,0000,04,3,1000,197109,2,00,279000000,1,01,202112,5,4,01,0,12,546770,270063,270063,NA,NA
042606857,ORLEANS CHAMBER OF COMMERCE INC,NA,PO BOX 153,ORLEANS,MA,02653-0153,0000,06,3,1000,199002,2,00,201000000,1,01,202112,4,4,01,0,12,109643,218621,218621,NA,NA
231365320,CRISPUS ATTUCKS ASSOCIATION OF YORK PENNSYLVANIA,NA,605 S DUKE ST,YORK,PA,17401-3111,0000,03,3,1000,195302,1,15,600059318,1,01,202106,8,7,01,0,06,24303531,6905665,5790154,L25,NA
870439622,UTAH ASSOC OF INDUSTRIAL ENERGY & PRODUCERS,% SCOTT GUTTING EXEC DIR,111 E BROADWAY STE 1200,SALT LAKE CTY,UT,84111-5203,0000,06,3,2000,199103,2,00,229530000,1,01,202112,1,4,01,0,12,88,257147,257147,NA,NA
133261663,AMERICAN SOCIAL HISTORY PRODUCTIONS INCORPORATED,NA,365 FIFTH AVENUE 7388,NEW YORK,NY,10016-4309,0000,03,3,1200,198609,1,15,122000000,1,01,202112,4,2,02,0,12,388853,24746,24746,A72Z,NA
954729463,BLAISE FOUNDATION,% CLAREMONT GRADUATE UNIVERSITY,150 E 10TH ST,CLAREMONT,CA,91711-5909,0000,03,3,1000,199905,1,17,000000000,1,01,202007,0,4,01,0,07,0,239814,239814,T70,NA
900803053,ALAMEDA GARDENS INC,% RON ERRETT,75 S DOCK ST,SHARON,PA,16146-1860,0000,03,3,1000,201205,1,15,000000000,1,01,202109,6,4,01,0,09,3287513,162459,162459,L21,NA
710759789,NWA CHALLENGE FOR HOPE INC,% SANDRA H DELLINGER,8600 STONER LN,ROGERS,AR,72756-8089,0000,03,3,1000,199506,1,15,994927602,1,01,202112,3,3,01,0,12,49299,90775,82373,T30,NA
593536263,CARRIBBEAN LIFETIME MISSIONS,% CARIBBEAN LIFETIME MISSIONS,166 SAYBROOKE XING,ACWORTH,GA,30101-4758,0000,03,3,7000,199907,1,15,000000000,1,01,202112,4,2,02,0,12,108600,19991,19991,Q330,NA
710707450,WASHINGTON REGIONAL MEDICORP,% ACCOUNTING,3215 N NORTH HILLS BLVD,FAYETTEVILLE,AR,72703-4424,0000,03,3,1000,199212,1,16,150000000,1,01,202112,1,7,01,0,12,46,8891046,8891046,E92,FAYETTEVILLE CITY HOSPITAL
363848017,ILLINOIS PIRG EDUCATION FUND,% LIZ ELLISON,17 N STATE ST STE 1330,CHICAGO,IL,60602-3341,0000,03,3,1000,199304,1,15,530000000,1,01,202106,5,4,01,0,06,731422,466930,466930,W90Z,NA
814301774,NAUH INTERNATIONAL,% JIN KEOL PARK,77 BLEECKER ST APT 833,NEW YORK,NY,10012-1555,0000,03,3,2000,201701,1,16,000000000,1,01,202112,3,1,02,0,12,34384,1170,1170,Q70,NA
272203903,CHALLENGE PREPARATORY CHARTER SCHOOL,NA,710 HARTMAN LN,FAR ROCKAWAY,NY,11691-1849,0000,03,3,2000,201307,1,11,000000000,1,01,202106,7,8,01,0,06,9906286,17577725,17577725,B29,NA
910842783,NORTHWEST INSURANCE COUNCIL,NA,1500 WATER ST SW APT 2,OLYMPIA,WA,98501-2295,0000,06,3,2000,196905,2,00,919200059,1,01,202112,4,4,01,0,12,254813,455035,455035,NA,NA
510182147,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF FLORIDA,NA,105 LONG POINT RD,CPE CANAVERAL,FL,32920-3648,1676,19,9,1000,196408,1,00,907000000,5,01,202206,4,4,01,0,06,279618,316634,155153,NA,10131 VFW POST
380895222,INTERNATIONAL UNION UNITED AUTO AEROSPACE & AGRICULTURAL WORKERS,% PENNY AVERILL,1320 BURTON ST SW,WYOMING,MI,49509-1466,0427,05,9,3000,194106,2,00,263279000,5,01,202112,5,5,01,0,12,729304,768362,768362,NA,167 UAW
581091375,SOUTHWEST GEORGIA ACADEMY INC,NA,14105 GA HIGHWAY 200,DAMASCUS,GA,39841-3728,0000,03,3,2000,197011,1,11,046030000,1,01,202108,6,6,01,0,08,3912317,3488726,3488726,B24Z,NA
472403569,HISTORIC MANSFIELD PERFORMANCE PARK,NA,104 S MAIN ST,MANSFIELD,TX,76063-3101,0000,03,3,1200,201705,1,15,000000000,1,01,202112,5,4,01,0,12,840267,158399,158399,A50,NA
591863230,KEEP PENSACOLA BEAUTIFUL INC,% SIGRID SOLGARD,3500 BARRANCAS AVE,PENSACOLA,FL,32507-2357,0000,03,3,2000,197912,1,15,379149000,1,01,202109,4,4,01,0,09,156984,468495,455670,C500,NA
263804743,DAVIDSON WE CARE FUND INC,% MARK E FRENCH,1 RAVINIA DR STE 1600,ATLANTA,GA,30346-2109,0000,03,3,1000,201002,1,15,000000000,1,01,202112,4,3,02,0,12,315241,27769,27769,P60,NA
232378137,LINGLESTOWN FIRE COMPANY NO 1,% RICK SYLVIA,5835 LINGLESTOWN RD,HARRISBURG,PA,17112-1123,0000,03,3,1000,199203,1,16,407000000,1,01,202112,6,5,01,0,12,1902325,654102,519370,NA,NA
203900815,STEP OF FAITH OUTREACH INC,% KENNETH J WATKINS,156 NORA MOSS LN,CARNESVILLE,GA,30521-4011,0000,03,3,1000,200603,1,15,000000000,1,01,202112,3,4,01,0,12,78804,402034,402034,P30,NA
341226830,BLUFFTON COMMUNITY DAY CARE CENTER INC,NA,325 COUNTY LINE RD,BLUFFTON,OH,45817-1503,0000,03,3,1000,197811,1,16,574000000,1,01,202108,5,5,01,0,08,578820,521553,520108,P33Z,BLUFFTON CHILD DEVELOPMENT CENTER
205890898,LIBERTY PLACE APARTMENTS INC,% HANDS,7 E 7TH ST,ERIE,PA,16501-1105,0000,03,3,1000,200708,1,15,000000000,1,01,202103,5,3,01,0,03,694191,75463,75463,L20,NA
391904974,LSS HOUSING EAU CLAIRE INC,% JAMES LINDELL,6737 W WASHINGTON ST STE 2275,WEST ALLIS,WI,53214-5666,0000,03,3,1000,199711,1,15,995382000,1,01,202112,5,3,01,0,12,615626,62152,62152,L22Z,NA
416037458,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,% CHRIS LEHN,16455 238TH ST,COLD SPRING,MN,56320-8717,0239,04,9,3000,194012,2,00,298319000,5,01,202206,3,6,01,0,06,44619,1824896,29659,NA,3142 COLD SPRING
237127443,FLORIDA WATER ENVIRONMENT ASSOCIATION INC,% CDM INC,PO BOX 782164,ORLANDO,FL,32878-2164,0000,03,3,1000,199011,1,16,353229000,1,01,202104,6,4,01,0,04,1076331,416267,388304,C320,NA
741399316,HARMONIE HALL,NA,509 W FM 389,FAYETTEVILLE,TX,78940-5046,0000,04,3,3000,198003,2,00,296000000,1,01,202112,5,4,01,0,12,565761,104355,30818,NA,NA
716057684,RETIRED TEACHERS HOUSING INC,NA,1200 COMMERCE STREET,LITTLE ROCK,AR,72202-5161,0000,04,3,3000,196410,2,00,382000000,1,01,202112,6,5,01,0,12,1263137,656100,656100,NA,NA
207444380,OPTA-OPSRP BENEFITS TRUST FUND,% ARCARA AND BORCZYNSKI,725 CENTER RD,BUFFALO,NY,14224-2181,0000,09,3,1000,200711,2,00,000000000,2,01,202209,0,6,01,0,09,0,1340995,1340995,Y43,ADAM ZICCARDI TTEE
264305022,WEST KAUAI CANOE CLUB,NA,PO BOX 204,WAIMEA,HI,96796-0204,0000,03,3,1200,201703,1,15,000000000,1,01,202112,1,1,02,0,12,8624,5299,5299,N60,NA
521490106,THE BRENN FOUNDATION,NA,1308 19TH STREET NW,WASHINGTON,DC,20036-1641,0000,03,3,1200,198704,1,17,123124000,1,01,202112,8,6,01,0,12,13504640,1266704,879608,Q124,NA
460349339,BROOKINGS SENIOR CITIZEN CENTER,% GLEN NACHTIGAL,320 5TH AVE,BROOKINGS,SD,57006-2006,0000,04,3,1000,201408,1,00,000000000,1,01,202112,3,3,02,0,12,52225,46137,46137,P81,NA
621472852,SARCOIDOSIS RESEARCH INSTITUTE,% PAULA POLITE,695 LUCILLE AVE,MEMPHIS,TN,38106-7219,0000,03,3,1800,201806,1,14,531000000,1,01,202112,4,1,02,0,12,430944,1071,1071,H12,NA
